OBJECTID_1,PIN,ZONE_DISTR,ZONE_TYPE_,DATE,PHOTOGRAPH,VACANT_ABA,GRADE_RUBR,STRUCTURE_,STRUCTURAL,BUILDING_E,BRICK,COMMERCIAL,TWO_STORIE,STONE,PUBLIC_GOV,RESIDENTIA,BARS_ON_WI,BASEMENT_W,SIDING,MULTI_FAMI,ATTACHMENT,SINGLE_FAM,CONCRETE_S,OBSTRUCTED,WOOD,REVIEWED,NEIGHBORHO,COUNCIL_DI,CENSUS_TRA,LANDBANK,HHF,ADDRESS,RESIDENT_1,PARKING_LO,DUMPING_ON
1924,45-08-14-309-058.000-004,F1,FLOOD PLAN,2013/11/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1944-46 RAILROAD STREET,,No Parking Lot Present,
1925,45-08-14-230-011.000-004,R2,RESIDENTIAL,2013/06/01,,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Not Enclosed/Secure,,,,,,Yes,,,Yes,,,Yes,Yes,,Yes,,Pulaski,Fourth District,Census Tract 114,,,2662 EAST 22ND AVENUE,Yes,,
1926,45-08-13-277-003.000-017,R3,RESIDENTIAL,2014/12/17,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,2337 ALLEN STREET,,No Parking Lot Present,
1927,45-08-14-101-021.000-004,R2,RESIDENTIAL,2013/07/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,1913 EAST 21ST AVENUE,,,
1928,45-08-14-400-007.000-004,F1,FLOOD PLAN,2014/11/28,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fifth District,Census Tract 123,,,SOUTHWEST CORNER OF NIPSCO LINE,,No Parking Lot Present,
1929,45-08-14-308-031.000-004,F1,FLOOD PLAN,2013/11/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,,,2708-10 MAINE STREET,,No Parking Lot Present,
1930,45-08-11-380-014.000-004,R3,RESIDENTIAL,2013/07/27,,Occupied Structure,Dangerous,Structure Present,No,Building Not Enclosed/Secure,,,,,,Yes,,Yes,Yes,,,Yes,,,,,Pulaski,Fourth District,Census Tract 114,,,2217 EAST 20TH AVENUE,Yes,,
1931,45-08-14-127-020.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,2220 EAST 23RD PLACE,,No Parking Lot Present,
1932,45-08-11-381-010.000-004,R3,RESIDENTIAL,2013/05/18,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2354 CENTRAL DRIVE,Yes,,
1933,45-05-32-233-033.000-004,R2,RESIDENTIAL,2014/07/11,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,,,,,Miller,First District,Census Tract 101,,,7616 LOCUST AVENUE,Yes,,
1934,45-05-32-206-013.000-004,R2,RESIDENTIAL,2014/07/10,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Miller,First District,Census Tract 101,,,7410 LOCUST AVENUE,Yes,,
1935,45-09-05-301-017.000-004,R2,RESIDENTIAL,2014/07/24,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,Miller,First District,Census Tract 102.01,,,6556 MILLER AVENUE,Yes,,
1936,45-08-14-305-045.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2562-64 ALABAMA STREET,,No Parking Lot Present,
1937,45-08-13-329-001.000-017,R3,RESIDENTIAL,2014/12/18,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,,Fourth District,Census Tract 115,,,2555 FRYE STREET,Yes,,
1938,45-08-14-306-001.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1837-39 EAST 25TH PLACE,,No Parking Lot Present,
1939,45-08-14-305-004.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1813-15 EAST 25TH PLACE,,No Parking Lot Present,
1940,45-05-32-233-042.000-004,R2,RESIDENTIAL,2014/07/11,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,7726 LOCUST AVENUE,,No Parking Lot Present,
1941,45-09-06-382-001.000-004,,,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,,,,
1942,45-05-33-477-001.000-004,,,2014/12/22,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,,,No Parking Lot Present,
1943,45-04-35-400-004.000-004,,,2014/12/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,First District,Census Tract 102.05,,,,,No Parking Lot Present,
1944,45-08-23-501-001.000-020,,,2014/11/28,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fifth District,Census Tract 123,,,,,No Parking Lot Present,
1945,45-08-14-501-001.000-004,,,2014/11/28,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 123,,,,,No Parking Lot Present,
1946,45-08-01-452-007.000-004,R2,RESIDENTIAL,2013/04/20,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,,,,,,,,Miller,First District,Census Tract 102.01,,,651 NEW JERSEY STREET,,,
1947,45-09-06-428-016.000-004,B3-1,BUSINESS,2013/05/04,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,6300 MILLER AVENUE,,,
1948,45-08-14-202-018.000-004,R2,RESIDENTIAL,2013/07/08,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2701 CENTRAL AVENUE,Yes,,
1949,45-09-07-127-019.000-004,R2,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,1129 DEKALB STREET,Yes,,
1950,45-08-14-307-003.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1909-11 EAST 25TH PLACE,,No Parking Lot Present,
1951,45-08-14-306-008.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1865-67 EAST 25TH PLACE,,No Parking Lot Present,
1952,45-08-11-380-012.000-004,R3,RESIDENTIAL,2013/07/27,,Vacant/Abandoned Structure,Dangerous,Structure Present,No,Building Not Enclosed/Secure,,,,,,Yes,,,Yes,,,Yes,,,,,Pulaski,Fourth District,Census Tract 114,,,2201 EAST 20TH AVENUE,Yes,,
1953,45-08-14-309-044.000-004,F1,FLOOD PLAN,2013/11/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2732-34 MISSOURI STREET,,No Parking Lot Present,
1954,45-09-04-200-013.000-004,R1,RESIDENTIAL,2014/07/25,,Vacant/Abandoned Structure,Dangerous,Structure Present,No,Building Not Enclosed/Secure,,,,,,Yes,,,Yes,,Yes,Yes,,,,,Miller,First District,Census Tract 102.01,,,401 SOUTH UNION STREET,Yes,,
1955,45-05-31-457-029.000-004,R2,RESIDENTIAL,2014/07/08,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Miller,First District,Census Tract 102.01,,,240 HENRY STREET,Yes,,
1956,45-05-32-377-011.000-004,R1,RESIDENTIAL,2014/07/09,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Miller,First District,Census Tract 101,,,190 NORTH MIAMI STREET,Yes,,
1957,45-09-06-435-005.000-004,R4,RESIDENTIAL,2013/05/04,,Occupied Structure,Excellent,Structure Present,,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,Miller,First District,Census Tract 102.01,,,6124 EAST 6TH PLACE,Yes,,
1958,45-09-05-329-003.000-004,R2,RESIDENTIAL,2014/07/24,,Occupied Structure,Fair,Structure Present,,,Yes,,,,,Yes,,,Yes,,,Yes,Yes,,,,Miller,First District,Census Tract 102.01,,,7021 EAST 5TH PLACE,Yes,,
1959,45-08-11-380-035.000-004,R3,RESIDENTIAL,2013/07/27,,Vacant/Abandoned Structure,Dangerous,Structure Present,No,Building Not Enclosed/Secure,,,,,,Yes,,,Yes,,,Yes,,,,,Pulaski,Fourth District,Census Tract 114,,,2200 EAST 21ST AVENUE,Yes,,
1960,45-05-32-331-014.000-004,R1,RESIDENTIAL,2014/07/09,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,Miller,First District,Census Tract 101,,,7128 BIRCH STREET,Yes,,
1961,45-09-06-381-018.000-004,B3-1,BUSINESS,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 102.01,,,804-06 GIBSON STREET,,,
1962,45-08-01-402-012.000-004,R2,RESIDENTIAL,2013/04/20,,Vacant/Abandoned Structure,Poor,Structure Present,No,,,,,,,Yes,,,,,,,,,Yes,,Miller,First District,Census Tract 102.01,,,4232 EAST 5TH PLACE,Yes,,
1963,45-08-13-100-002.000-017,M1-1,MANUFACTURING,2014/08/07,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,2000 WYOMING,,No Parking Lot Present,
1964,45-08-14-351-007.000-004,F1,FLOOD PLAN,2013/11/15,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1716-22 INDUSTRIAL BOULEVARD,,No Parking Lot Present,
1965,45-09-04-476-010.000-004,R1,RESIDENTIAL,2014/10/02,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,9305 SUNRISE BOULEVARD,,No Parking Lot Present,
1966,45-09-05-301-016.000-004,R2,RESIDENTIAL,2014/07/24,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Miller,First District,Census Tract 102.01,,,6550 MILLER AVENUE,Yes,,
1967,45-09-06-256-023.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Good,Structure Present,,,,,Yes,,,Yes,,Yes,,Yes,,,,,Yes,,Miller,First District,Census Tract 102.01,,,364-66 HANCOCK STREET,Yes,,
1968,45-09-07-130-014.000-004,R2,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,,Yes,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,1039 FLOYD STREET,Yes,,
1969,45-09-07-201-020.000-004,R3,RESIDENTIAL,2013/03/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,Yes,,,,,,,,,,Aetna,First District,Census Tract 115,,,5848 EAST 10TH AVENUE,,,
1970,45-08-12-201-017.000-004,R3,RESIDENTIAL,2013/05/04,,Vacant/Abandoned Structure,Fair,Structure Present,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,Aetna,First District,Census Tract 115,,,4228 EAST 10TH AVENUE,Yes,,
1971,45-09-06-476-013.000-004,M1-1,MANUFACTURING,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,5944-46 MELTON ROAD,,No Parking Lot Present,
1972,45-08-01-403-007.000-004,R2,RESIDENTIAL,2013/04/20,,Occupied Structure,Excellent,Structure Present,,,Yes,,,,,,,,,,,Yes,,,,,Miller,First District,Census Tract 102.01,,,4217 EAST 5TH PLACE,Yes,,
1973,45-05-33-480-013.000-004,R1,RESIDENTIAL,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,9416-20 EAST 1ST AVENUE,,No Parking Lot Present,
1974,45-05-32-328-025.000-004,R1,RESIDENTIAL,2014/07/09,,Occupied Structure,Fair,Structure Present,,,Yes,,,,,,,Yes,,,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,328 MIAMI STREET,Yes,,
1975,45-05-33-232-019.000-004,R2,RESIDENTIAL,2014/07/22,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,1082-84 WAYNE STREET,,No Parking Lot Present,
1976,45-08-12-226-024.000-004,R3,RESIDENTIAL,2013/05/04,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,4636 EAST 10TH AVENUE,,,
1977,45-08-02-352-002.000-004,R3,RESIDENTIAL,2013/05/04,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,Yes,Yes,,,Yes,,,,,Emerson,First District,Census Tract 106,,,711-13 MISSISSIPPI STREET,Yes,,
1978,45-05-33-453-033.000-004,R1,RESIDENTIAL,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,9124-28 OAK RIDGE,,No Parking Lot Present,
1979,45-08-14-305-082.000-004,F1,FLOOD PLAN,2013/11/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1820-22 RAILROAD STREET,,No Parking Lot Present,
1980,45-08-14-306-053.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2620-22 MAINE STREET,,No Parking Lot Present,
1981,45-08-14-303-034.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2578-80 ILLINOIS PLACE,,No Parking Lot Present,
1982,45-08-13-327-005.000-017,R3,RESIDENTIAL,2014/12/18,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,Yes,Yes,,,Yes,,,,,,Fourth District,Census Tract 115,,,2560 FRYE STREET,Yes,,
1983,45-09-07-101-002.000-004,R2,RESIDENTIAL,2013/03/08,,Occupied Structure,Fair,Structure Present,,,,Yes,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,4912 EAST 10TH AVENUE,Yes,,
1984,45-08-13-280-023.000-017,R3,RESIDENTIAL,2014/12/18,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,,,,Fourth District,Census Tract 115,,,2478 ALLEN STREET,Yes,,
1985,45-08-12-300-001.000-004,M1-1,MANUFACTURING,2014/08/07,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,3200-40 EAST 15TH AVENUE APPR,,No Parking Lot Present,
1986,45-05-33-276-013.000-004,R1,RESIDENTIAL,2014/07/23,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,9325-29 INDIAN BOUNDARY,,No Parking Lot Present,
1987,45-08-12-176-037.000-004,R2,RESIDENTIAL,2013/05/04,,Vacant/Abandoned Structure,Fair,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,Yes,,Aetna,First District,Census Tract 115,,,3740 EAST OAKDALE STREET,Yes,,
1988,45-08-12-177-003.000-004,R2,RESIDENTIAL,2013/05/18,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,1249 IDAHO STREET,,,
1989,45-09-07-177-011.000-004,R3,RESIDENTIAL,2013/03/08,,Vacant/Abandoned Structure,Excellent,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,5333 EAST 13TH PLACE,Yes,,
1990,45-08-12-177-013.000-004,R2,RESIDENTIAL,2013/05/18,,Vacant/Abandoned Structure,Fair,Structure Present,,,Yes,,,,,Yes,,,Yes,,Yes,Yes,,,,,Aetna,First District,Census Tract 115,,,3606 EAST 13TH AVENUE,Yes,,
1991,45-08-12-178-029.000-004,R2,RESIDENTIAL,2013/05/04,,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Enclosed/Secure,,,,,,Yes,,,Yes,,,Yes,Yes,,Yes,,Aetna,First District,Census Tract 115,,,3738 EAST 14TH AVENUE,Yes,,
1992,45-08-12-129-007.000-004,R2,RESIDENTIAL,2013/05/04,,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Enclosed/Secure,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,Aetna,First District,Census Tract 115,,,3801 EAST 9TH AVENUE,Yes,,
1993,45-08-12-129-019.000-004,B3-1,BUSINESS,2013/07/07,,Occupied Structure,Excellent,Structure Present,,,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,,,,,Aetna,First District,Census Tract 115,,,900-06 AETNA STREET,Yes,,
1994,45-08-12-183-002.000-004,R2,RESIDENTIAL,2013/05/18,,Occupied Structure,Good,Structure Present,,,,,Yes,,Yes,,,Yes,,,,,,,,,Aetna,First District,Census Tract 115,,,3901 EAST 14TH AVENUE,,,
1995,45-08-12-154-001.000-004,M1-2,MANUFACTURING,2014/12/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,3300 EAST 15TH AVENUE,,No Parking Lot Present,
1996,45-09-07-177-012.000-004,R3,RESIDENTIAL,2013/03/08,,Occupied Structure,Fair,Structure Present,,,,,,,,,,,,Yes,,,,,,,Aetna,First District,Census Tract 115,,,5341 EAST 13TH PLACE,Yes,,
1997,45-08-11-100-009.000-004,M2-2,MANUFACTURING,2013/09/24,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 114,,,MICHIGAN STREET & EAST 15TH AVENUE,,No Parking Lot Present,
1998,45-08-12-254-017.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Good,Structure Present,,,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,,,Yes,,Aetna,First District,Census Tract 115,,,4048 EAST 14TH PLACE,Yes,,
1999,45-08-12-154-002.000-004,R2,RESIDENTIAL,2013/05/18,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,1400 COLORADO STREET APPR,,,
2000,45-09-07-176-019.000-004,R3,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,Yes,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,1328 DEKALB PLACE,Yes,,
2001,45-09-07-104-001.000-004,R2,RESIDENTIAL,2013/03/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,4903 EAST 10TH AVENUE,,,
2002,45-08-12-229-002.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Aetna,First District,Census Tract 115,,,4709 EAST 10TH AVENUE,Yes,,
2003,45-08-12-228-005.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,Aetna,First District,Census Tract 115,,,4635 EAST 10TH AVENUE,Yes,,
2004,45-08-12-205-045.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,Aetna,First District,Census Tract 115,,,4433 EAST 11TH AVENUE,Yes,,
2005,45-09-05-305-007.000-004,M1-1,MANUFACTURING,2014/07/24,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,6608 HOBART ROAD,,Parking Lot Present,
2006,45-08-12-205-032.000-004,R2,RESIDENTIAL,2013/05/18,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,,,,,Aetna,First District,Census Tract 115,,,4212 EAST 11TH PLACE,Yes,,
2007,45-09-06-430-011.000-004,R5,RESIDENTIAL,2013/11/02,,Occupied Structure,Good,Structure Present,,,,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,,,,Miller,First District,Census Tract 102.01,,,6057 MILLER AVENUE,Yes,,
2008,45-05-33-204-007.000-004,R2,RESIDENTIAL,2014/07/09,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,,Yes,,,Yes,,,,,Miller,First District,Census Tract 101,,,1215 VERMILLION STREET,Yes,,
2009,45-05-31-455-003.000-004,R2,RESIDENTIAL,2014/07/08,,Occupied Structure,Good,Structure Present,,,,,Yes,,,Yes,,,Yes,,,Yes,,,,,Miller,First District,Census Tract 102.01,,,269 NORTH HAMILTON STREET,Yes,,
2010,45-05-33-205-023.000-004,R2,RESIDENTIAL,2014/07/22,,Occupied Structure,Good,Structure Present,,,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,1212 WARREN STREET,Yes,,
2011,45-05-32-351-009.000-004,R1,RESIDENTIAL,2014/07/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,323 KNOX STREET,,No Parking Lot Present,
2012,45-09-06-430-010.000-004,R5,RESIDENTIAL,2013/11/02,,Occupied Structure,Good,Structure Present,,,,,Yes,,,Yes,,Yes,Yes,,,Yes,,,,,Miller,First District,Census Tract 102.01,,,6049 MILLER AVENUE,Yes,,
2013,45-05-32-328-013.000-004,R1,RESIDENTIAL,2014/07/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,6800 BIRCH AVENUE,,No Parking Lot Present,
2014,45-05-33-230-003.000-004,B5-1,BUSINESS,2014/07/22,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,1235-47 WELLS STREET,,Parking Lot Present,
2015,45-09-06-434-012.000-004,R4,RESIDENTIAL,2013/05/04,,Occupied Structure,Good,Structure Present,,,,,Yes,,,Yes,,Yes,Yes,,Yes,Yes,,,Yes,,Miller,First District,Census Tract 102.01,,,6064 EAST 6TH PLACE,Yes,,
2016,45-09-04-182-027.000-004,R1,RESIDENTIAL,2014/10/02,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,8620-22 EAST 5TH AVENUE,,No Parking Lot Present,
2017,45-09-05-453-003.000-004,B5-1,BUSINESS,2014/07/25,,Occupied Structure,Good,Structure Present,,,Yes,,Yes,,Yes,,,,,,Yes,,,,,,Miller,First District,Census Tract 102.01,,,7400 MELTON ROAD,,,
2018,45-08-01-403-013.000-004,R2,RESIDENTIAL,2013/04/20,,Occupied Structure,Excellent,Structure Present,,,Yes,,,,,,,,,,,Yes,,,,,Miller,First District,Census Tract 102.01,,,4317 EAST 5TH PLACE,Yes,,
2019,45-09-06-402-017.000-004,R2,RESIDENTIAL,2013/05/04,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,5716 EAST 6TH AVENUE,,,
2020,45-09-06-428-002.000-004,R2,RESIDENTIAL,2013/11/02,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,GUEA,,505 HOWARD STREET,,No Parking Lot Present,
2021,45-05-32-476-002.000-004,R1A,RESIDENTIAL,2014/07/09,,Occupied Structure,Excellent,Structure Present,,,Yes,,,,Yes,,,,,,Yes,,,,,,Miller,First District,Census Tract 101,,,7529 PARKE STREET,,,
2022,45-05-32-451-027.000-004,R1A,RESIDENTIAL,2014/07/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,7420 ASH PLACE,,No Parking Lot Present,
2023,45-05-31-457-007.000-004,R2,RESIDENTIAL,2014/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,249 HANCOCK STREET,,No Parking Lot Present,
2024,45-05-32-351-015.000-004,R1,RESIDENTIAL,2014/07/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,350-54 LAWRENCE STREET,,No Parking Lot Present,
2025,45-09-05-152-026.000-004,R2,RESIDENTIAL,2014/07/24,,Occupied Structure,Good,Structure Present,,,Yes,,,Yes,,Yes,,Yes,,,Yes,Yes,,,,,Miller,First District,Census Tract 102.01,,,354 SOUTH JASPER STREET,Yes,,
